Level,Date,ApplicationName,ApplicationPresentation,Event,EventPresentation,User,UserName,Computer,Metadata,MetadataPresentation,Comment,Data,DataPresentation,TransactionStatus,TransactionID,Connection,Session,ServerName,Port,SyncPort
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем3,Регламентное задание. Получение и отправка электронных писем №3,,Получение и отправка электронных писем №3,,NotApplicable,,38578,74818,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаSMS,Регламентное задание. Отправка SMS,,,,NotApplicable,,38579,74823,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеСтатусовДоставкиSMS,Регламентное задание. Обновление статусов доставки SMS,,,,NotApplicable,,38583,74822,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОтправкаИсходящихСообщений,Регламентное задание. Telegram отправка исходящих сообщений,,Telegram отправка исходящих сообщений,,NotApplicable,,38584,74821,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное получение и отправка электронной почты,,,NotApplicable,,38589,74826,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.ПоследнийЗапускПроверкиВыполненияПравилСобытий,Регистр сведений. Последний запуск проверки выполнения правил событий,,,,Committed,10.12.2024 16:16:33 (1440828972),38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное получение и отправка электронной почты,,,NotApplicable,,38585,74825,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное получение и отправка электронной почты,,,NotApplicable,,38582,74820,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное получение и отправка электронной почты,,,NotApplicable,,38580,74824,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Правила событий,Правила событий,00000000-0000-0000-0000-000000000000,,,,,Начало регламентной проверки правил событий. Интервал проверки (10.12.2024 16:11:33 - 10.12.2024 16:16:33),,,NotApplicable,,38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74821,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаSMS,Регламентное задание. Отправка SMS,,,,NotApplicable,,38579,74823,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.ВыполнениеПравилСобытий,Регистр сведений. Выполнение правил событий,,,,Committed,10.12.2024 16:16:33 (1440831500),38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеСтатусовДоставкиSMS,Регламентное задание. Обновление статусов доставки SMS,,,,NotApplicable,,38583,74822,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74823,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное получение и отправка электронной почты,,,NotApplicable,,38578,74818,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Правила событий,Правила событий,00000000-0000-0000-0000-000000000000,,,,,Окончание регламентной проверки правил событий.,,,NotApplicable,,38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.ЗаблокированныеДляПолученияУчетныеЗаписи,Регистр сведений. Заблокированные для получения учетные записи,,,,Committed,10.12.2024 16:16:33 (1440831706),38580,74824,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74822,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное получение и отправка электронной почты,,,NotApplicable,,38585,74825,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.ВыполнениеПравилСобытий,Регистр сведений. Выполнение правил событий,,,,Committed,10.12.2024 16:16:33 (1440833161),38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное получение и отправка электронной почты,,,NotApplicable,,38582,74820,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем1,Регламентное задание. Получение и отправка электронных писем №1,,Получение и отправка электронных писем №1,,NotApplicable,,38585,74825,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем5,Регламентное задание. Получение и отправка электронных писем №5,,Получение и отправка электронных писем №5,,NotApplicable,,38582,74820,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПроверкаВыполнениеПравилСобытий,Регламентное задание. Проверка и выполнение правил событий,,Проверка и выполнение правил событий,,NotApplicable,,38581,74819,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное получение и отправка электронной почты,,,NotApplicable,,38589,74826,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем4,Регламентное задание. Получение и отправка электронных писем №4,,Получение и отправка электронных писем №4,,NotApplicable,,38589,74826,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74820,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74825,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74819,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74826,,0,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное получение и отправка электронной почты,,,NotApplicable,,38578,74818,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем3,Регламентное задание. Получение и отправка электронных писем №3,,Получение и отправка электронных писем №3,,NotApplicable,,38578,74818,app01,1564,0
Information,2024-12-10T16:16:33,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74818,,0,0
Information,2024-12-10T16:16:34,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.ЗаблокированныеДляПолученияУчетныеЗаписи,Регистр сведений. Заблокированные для получения учетные записи,,,,Committed,10.12.2024 16:16:34 (1440837809),38580,74824,app01,1564,0
Information,2024-12-10T16:16:34,BackgroundJob,Фоновое задание,Взаимодействия,Взаимодействия,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное получение и отправка электронной почты,,,NotApplicable,,38580,74824,app01,1564,0
Information,2024-12-10T16:16:34,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ПолучениеИОтправкаЭлектронныхПисем2,Регламентное задание. Получение и отправка электронных писем №2,,Получение и отправка электронных писем №2,,NotApplicable,,38580,74824,app01,1564,0
Information,2024-12-10T16:16:34,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74824,,0,0
Warning,2024-12-10T16:16:37,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38591,74827,app01,1564,0
Information,2024-12-10T16:16:37,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38591,74827,app01,1564,0
Information,2024-12-10T16:16:37,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:16:37 (1440840048),38591,74827,app01,1564,0
Information,2024-12-10T16:16:37,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38591,74827,app01,1564,0
Information,2024-12-10T16:16:37,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74827,,0,0
Warning,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38592,74828,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,38592,74828,app01,1564,0
Warning,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38593,74829,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,38593,74829,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 16:16:44 (1440843550),38592,74828,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,38593,74829,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74829,,0,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 16:16:44 (1440844395),38592,74828,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,38592,74828,app01,1564,0
Information,2024-12-10T16:16:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,,,,NotApplicable,,0,74828,,0,0
Warning,2024-12-10T16:16:49,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38608,74830,app01,1564,0
Information,2024-12-10T16:16:49,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаУведомленийPush,Регламентное задание. Отправка push-уведомлений,,,,NotApplicable,,38608,74830,app01,1564,0
Warning,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38609,74831,app01,1564,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38609,74831,app01,1564,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаУведомленийPush,Регламентное задание. Отправка push-уведомлений,,,,NotApplicable,,38608,74830,app01,1564,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74830,,0,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:16:52 (1440847970),38609,74831,app01,1564,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38609,74831,app01,1564,0
Information,2024-12-10T16:16:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74831,,0,0
Warning,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38613,74832,app01,1564,0
Information,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,38613,74832,app01,1564,0
Information,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Запуск процедуры ""Обновление индекса ППД"".",,,NotApplicable,,38613,74832,app01,1564,0
Information,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Успешное завершение процедуры ""Обновление индекса ППД"".",,,NotApplicable,,38613,74832,app01,1564,0
Information,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,38613,74832,app01,1564,0
Information,2024-12-10T16:17:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74832,,0,0
Information,2024-12-10T16:17:02,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,38627,74833,app01,1564,0
Information,2024-12-10T16:17:02,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:02 (1440851606),38627,74833,app01,1564,0
Information,2024-12-10T16:17:02,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:02 (1440851943),38627,74833,app01,1564,0
Information,2024-12-10T16:17:02,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,38627,74833,app01,1564,0
Information,2024-12-10T16:17:02,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,app01,,,,,,NotApplicable,,0,74833,,0,0
Warning,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38628,74834,app01,1564,0
Information,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,38628,74834,app01,1564,0
Information,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное извлечения текста,,,NotApplicable,,38628,74834,app01,1564,0
Information,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное извлечение текста,,,NotApplicable,,38628,74834,app01,1564,0
Information,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,38628,74834,app01,1564,0
Information,2024-12-10T16:17:05,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74834,,0,0
Warning,2024-12-10T16:17:07,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38633,74835,app01,1564,0
Information,2024-12-10T16:17:07,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38633,74835,app01,1564,0
Information,2024-12-10T16:17:07,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:17:07 (1440855781),38633,74835,app01,1564,0
Information,2024-12-10T16:17:07,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38633,74835,app01,1564,0
Information,2024-12-10T16:17:07,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74835,,0,0
Information,2024-12-10T16:17:16,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,7df57364-638f-4e54-a2c7-2a9cf96b5785,КузьмиченкоАЮ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,38635,74836,app01,1564,0
Information,2024-12-10T16:17:16,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,7df57364-638f-4e54-a2c7-2a9cf96b5785,КузьмиченкоАЮ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:16 (1440857204),38635,74836,app01,1564,0
Information,2024-12-10T16:17:16,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,7df57364-638f-4e54-a2c7-2a9cf96b5785,КузьмиченкоАЮ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:16 (1440857541),38635,74836,app01,1564,0
Information,2024-12-10T16:17:16,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,7df57364-638f-4e54-a2c7-2a9cf96b5785,КузьмиченкоАЮ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,38635,74836,app01,1564,0
Information,2024-12-10T16:17:16,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,7df57364-638f-4e54-a2c7-2a9cf96b5785,КузьмиченкоАЮ,app01,,,,,,NotApplicable,,0,74836,,0,0
Warning,2024-12-10T16:17:22,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38636,74837,app01,1564,0
Information,2024-12-10T16:17:22,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38636,74837,app01,1564,0
Information,2024-12-10T16:17:23,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:17:23 (1440859823),38636,74837,app01,1564,0
Information,2024-12-10T16:17:23,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38636,74837,app01,1564,0
Information,2024-12-10T16:17:23,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74837,,0,0
Warning,2024-12-10T16:17:37,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38651,74838,app01,1564,0
Information,2024-12-10T16:17:37,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38651,74838,app01,1564,0
